biogroup_id,sample_count,sequencing_types,study_sources,cell_type,treatment,timepoint,tissue,is_cross_modal,is_cross_study,genotype
3ed93a68,6,RNA-seq,789173,unknown,treated with 5nm acpp pna,unknown,cell-free mrna and translational machinery,False,False,unknown
2f37587d,6,RNA-seq,789173,unknown,treated with 0.5nm acpp pna,unknown,cell-free mrna and translational machinery,False,False,unknown
0a64d3eb,6,RNA-seq,773909,hasc,unknown,unknown,unknown,False,False,unknown
d5ff0fae,6,RNA-seq,770523,u251-mg,unknown,unknown,glioma cells,False,False,u251-mg
b3d0fccc,6,RNA-seq,770523,u87-mg,unknown,unknown,glioma cells,False,False,u87-mg
732791d5,6,RNA-seq,768399,unknown,unknown,unknown,tumor tissue of oral cavity carcinomas,False,False,unknown
af188dab,6,RNA-seq,765951,unknown,sulfur deficiency,unknown,rna_sminus_whole shoot,False,False,btx623
7a6910d3,6,RNA-seq,765951,unknown,control,unknown,rna_ctrl_whole shoot,False,False,btx623
72d01790,6,RNA-seq,765951,unknown,sulfur deficiency,unknown,ribo_sminus_whole shoot,False,False,btx623
82af4440,6,RNA-seq,765951,unknown,control,unknown,ribo_ctrl_whole shoot,False,False,btx623
036fdf17,6,RNA-seq,756023,umbilical vein endothelial cells,untreated,unknown,untreated normal human umbilical vein endothelial cells,False,False,unknown
64e47ce5,6,RNA-seq,756018,huvec,untreated,unknown,untreated normal human umbilical vein endothelial cells,False,False,unknown
b59e43ce,6,Ribo-seq,755296,epithelial cell,exposed to pm2.5 for 24h,unknown,cells exposed to pm2.5,False,False,beas-2b
635bc291,6,Ribo-seq,755296,epithelial cell,untreated,unknown,control cells,False,False,beas-2b
e2f93425,6,RNA-seq,740301,skeletal muscle myoblast,treated with doxycycline for 4 h,unknown,mb135idux4 myoblasts,False,False,mb135idux4
2e14b3c3,6,RNA-seq,740301,skeletal muscle myoblast,untreated,unknown,mb135idux4 myoblasts,False,False,mb135idux4
37975f54,6,RNA-seq,740301,skeletal muscle myoblast,treated with doxycycline for 14 h,unknown,mb135idux4 myoblasts,False,False,mb135idux4
21a9ed60,6,RNA-seq,740301,skeletal muscle myoblast,treated with doxycycline for 8 h,unknown,mb135idux4 myoblasts,False,False,mb135idux4
e6bd2e57,6,Ribo-seq,731067,insulinoma min6 cell,cpa 18 hours,unknown,min6 cell cpa18 ribo-seq,False,False,insulinoma min6 cell
a648d375,6,RNA-seq,731067,insulinoma min6 cell,cpa 18 hours,unknown,min6 cell cpa18 mrna-seq,False,False,insulinoma min6 cell
fb06aff6,6,Ribo-seq,731067,insulinoma min6 cell,cpa 1 hour,unknown,min6 cell cpa1 ribo-seq,False,False,insulinoma min6 cell
3e037db8,6,RNA-seq,731067,insulinoma min6 cell,cpa 1 hour,unknown,min6 cell cpa1 mrna-seq,False,False,insulinoma min6 cell
bd5b46db,6,Ribo-seq,731067,insulinoma min6 cell,dmso 18 hours,unknown,min6 cell control ribo-seq,False,False,insulinoma min6 cell
847a2d0f,6,RNA-seq,731067,insulinoma min6 cell,dmso 18 hours,unknown,min6 cell control mrna-seq,False,False,insulinoma min6 cell
aaec2483,6,Ribo-seq,725700,unknown,unknown,unknown,root,False,False,oryza sativa ssp. indica zs97
e11d4554,6,RNA-seq,722238,hnscc cells,the polyribosome-bound-mrnas were isolated from total rna by ultra-centrifugation,unknown,hnscc,False,False,mettl1-knockout
175b549c,6,RNA-seq,722238,hnscc cells,the polyribosome-bound-mrnas were isolated from total rna by ultra-centrifugation,unknown,hnscc,False,False,normal
f07c5824,6,RNA-seq,720671,unknown,unknown,unknown,whole animal,False,False,mais105;let-7(ma435)
6b51f16a,6,RNA-seq,720671,unknown,unknown,unknown,whole animal,False,False,mais105
382a03c8,6,RNA-seq,720671,unknown,unknown,unknown,whole animal,False,False,lin-41(tn1541ma480);let-7(ma432)
d4c83a2b,6,RNA-seq,720671,unknown,unknown,unknown,whole animal,False,False,lin-41(tn1541)
4d579e92,6,RNA-seq,717063,esophageal epithelial,the polyribosome-bound-mrnas were isolated from total rna by ultra-centrifugation,unknown,esophagus,False,False,mettl1-knockdown
01258f79,6,RNA-seq,717063,esophageal epithelial,unknown,unknown,esophagus,False,False,mettl1-knockdown
14c9a8b9,6,RNA-seq,717063,esophageal epithelial,the polyribosome-bound-mrnas were isolated from total rna by ultra-centrifugation,unknown,esophagus,False,False,normal
25e1897b,6,RNA-seq,717063,esophageal epithelial,unknown,unknown,esophagus,False,False,normal
a49ab68d,6,Ribo-seq,700841,s2 cells,low ionic lysis buffer,unknown,s2 cells,False,False,unknown
19ad4b3f,6,RNA-seq,697913,unknown,unknown,unknown,oocyte,False,False,cnot6l ko
d83cc9ee,6,RNA-seq,697913,unknown,unknown,unknown,oocyte,False,False,cnot6l het
f8af4f8e,6,RNA-seq,649449,unknown,untreated,unknown,testis,False,False,c57b6
6cbf9d62,6,RNA-seq,649449,unknown,oxidation,unknown,testis,False,False,c57b6
53f24f33,6,RNA-seq,649449,unknown,na,unknown,testis,False,False,c57b6
4b395732,6,RNA-seq,"649003,648998",raw264.7,"lps, 16 h",unknown,raw264.7,False,True,raw264.7
a7bd8866,6,RNA-seq,"649003,648998",raw264.7,lps 90 min,unknown,raw264.7,False,True,raw264.7
820dbec2,6,RNA-seq,"649003,648998",raw264.7,lps 75 min,unknown,raw264.7,False,True,raw264.7
a851f608,6,RNA-seq,"649003,648998",raw264.7,"lps, 60 min",unknown,raw264.7,False,True,raw264.7
99230962,6,RNA-seq,"649003,648998",raw264.7,"lps, 45 min",unknown,raw264.7,False,True,raw264.7
5b14300a,6,RNA-seq,"649003,648998",raw264.7,"lps, 30 min",unknown,raw264.7,False,True,raw264.7
c0ef71bd,6,RNA-seq,"649003,648998",raw264.7,"lps, 15 min",unknown,raw264.7,False,True,raw264.7
e3c65bc1,6,RNA-seq,"648998,649002",raw264.7,"4su, 120 min",unknown,raw264.7,False,True,raw264.7
573568f2,6,RNA-seq,"648998,649002",raw264.7,"4su, 90 min",unknown,raw264.7,False,True,raw264.7
ed1a2da7,6,RNA-seq,"648998,649002",raw264.7,"4su, 60 min",unknown,raw264.7,False,True,raw264.7
be0f536c,6,Ribo-seq,648380,unknown,none,unknown,nematodes,False,False,csr-1(gc010)[d769a]/nt1 [unc-?(n754) let-? qis51] (iv;v)
cd8efc95,6,Ribo-seq,634994,neuron,harringtonine_30s,unknown,hippocampus,False,False,cd (sprague dawley) igs rat
01000b12,6,Ribo-seq,634994,neuron,harringtonine_15s,unknown,hippocampus,False,False,cd (sprague dawley) igs rat
05448135,6,Ribo-seq,634994,neuron,harringtonine_150s,unknown,hippocampus,False,False,cd (sprague dawley) igs rat
b4f1abbc,6,Ribo-seq,634994,neuron,harringtonine_90s,unknown,hippocampus,False,False,cd (sprague dawley) igs rat
d64ada50,6,Ribo-seq,634994,neuron,harringtonine_45s,unknown,hippocampus,False,False,cd (sprague dawley) igs rat
3ff4d57f,6,RNA-seq,622261,plc stem cells,none,unknown,human plc cell line,False,False,unknown
2bf13abc,6,RNA-seq,622261,normal plc cells,none,unknown,human plc cell line,False,False,unknown
77ed6752,6,Ribo-seq,609216,unknown,none,unknown,n2_embryos_ribo-seq,False,False,n2
10bd28c5,6,Ribo-seq,598453,unknown,unknown,18 hours,culture grown in m9 minimal medium,False,False,bw25113_<delta>rsfs
90551568,6,Ribo-seq,598453,unknown,unknown,12 hours,culture grown in m9 minimal medium,False,False,bw25113_<delta>rsfs
cc1c69ff,6,RNA-seq,591767,u343,unknown,t24,u343_riboseq_t24,False,False,u343
bdfff8dc,6,RNA-seq,591767,u343,unknown,t1,u343_riboseq_t1,False,False,u343
118eeb9c,6,RNA-seq,591767,u343,unknown,t0,u343_riboseq_t0,False,False,u343
735ee80f,6,RNA-seq,591767,u251,unknown,t24,u251_riboseq_t24,False,False,u251
4ab9e01a,6,RNA-seq,591767,u251,unknown,t1,u251_riboseq_t1,False,False,u251
4a886bb5,6,RNA-seq,591767,u343,unknown,t24,u343_rnaseq_t24,False,False,u343
69c9bc92,6,RNA-seq,591767,u343,unknown,t1,u343_rnaseq_t1,False,False,u343
be6badbd,6,RNA-seq,591767,u343,unknown,t0,u343_rnaseq_t0,False,False,u343
55abc500,6,RNA-seq,591767,u251,unknown,t24,u251_rnaseq_t24,False,False,u251
f6a646ba,6,RNA-seq,591767,u251,unknown,t1,u251_rnaseq_t1,False,False,u251
b7fff872,6,Ribo-seq,561206,unknown,unknown,unknown,liver,False,False,eef2 kd
c62a42b6,6,RNA-seq,561206,unknown,unknown,12 days,liver,False,False,eef2 kd
21132f9f,6,RNA-seq,561206,unknown,unknown,9 days,liver,False,False,eef2 kd
fc6c5be7,6,RNA-seq,561206,unknown,unknown,7 days,liver,False,False,eef2 kd
7147b994,6,RNA-seq,548154,unknown,unknown,unknown,whole body,False,False,wja0780
e77c3de5,6,"RNA-seq,Ribo-seq",548154,unknown,unknown,unknown,whole body,True,False,wja0579
c04fa5a0,6,RNA-seq,543873,unknown,unknown,unknown,escherichia coli k-12 substr. mg1655 cells,False,False,wildtype
635ae647,6,RNA-seq,515538,hek293t,unknown,unknown,hek293t (human embryonic kidney),False,False,hek293t
b9df0314,6,RNA-seq,510796,unknown,avrrpt2 inoculation,unknown,rf-avrrpt2 (c),False,False,wt background
80efee6c,6,RNA-seq,510796,unknown,mock,unknown,rf-mock (c),False,False,wt background
33b68672,6,RNA-seq,510796,unknown,avrrpt2 inoculation,unknown,rs-avrrpt2 (c),False,False,wt background
ad06050c,6,RNA-seq,510796,unknown,mock,unknown,rs-mock (c),False,False,wt background
