biogroup_id,sample_count,sequencing_types,study_sources,cell_type,treatment,timepoint,tissue,is_cross_modal,is_cross_study,genotype
1d3e918f,2,RNA-seq,852547,unknown,rna-sequencing-elf18-replicate2,unknown,seedlings,False,False,unknown
2cd58e38,2,RNA-seq,852547,unknown,rna-sequencing-elf18-replicate1,unknown,seedlings,False,False,unknown
021feeed,2,RNA-seq,852547,unknown,rna-sequencing-mock-replicate3,unknown,seedlings,False,False,unknown
7893a486,2,RNA-seq,852547,unknown,rna-sequencing-mock-replicate2,unknown,seedlings,False,False,unknown
77415765,2,RNA-seq,852547,unknown,rna-sequencing-mock-replicate1,unknown,seedlings,False,False,unknown
1f13b08f,2,RNA-seq,852547,unknown,shape-map-mock-nai-replicate3,unknown,seedlings,False,False,unknown
eb1c8e3f,2,RNA-seq,852547,unknown,shape-map-mock-nai-replicate4,unknown,seedlings,False,False,unknown
bd5eb9e6,2,RNA-seq,852547,unknown,ribosome-sequencing-elf18-replicate1,unknown,seedlings,False,False,unknown
88e04a4c,2,RNA-seq,852547,unknown,ribosome-sequencing-elf18-replicate2,unknown,seedlings,False,False,unknown
b13d880f,2,RNA-seq,852547,unknown,ribosome-sequencing-elf18-replicate3,unknown,seedlings,False,False,unknown
66f70bf4,2,RNA-seq,852547,unknown,shape-map-mock-dmso-replicate3,unknown,seedlings,False,False,unknown
440a3c47,2,RNA-seq,852547,unknown,shape-map-mock-dmso-replicate2,unknown,seedlings,False,False,unknown
eab76647,2,RNA-seq,852547,unknown,shape-map-mock-dmso-replicate1,unknown,seedlings,False,False,unknown
3dd84c11,2,RNA-seq,852547,unknown,shape-map-elf18-nai-replicate4,unknown,seedlings,False,False,unknown
36233579,2,RNA-seq,852547,unknown,shape-map-elf18-nai-replicate3,unknown,seedlings,False,False,unknown
8c5e8f87,2,RNA-seq,852547,unknown,shape-map-elf18-nai-replicate2,unknown,seedlings,False,False,unknown
a7bda757,2,RNA-seq,852547,unknown,shape-map-elf18-nai-replicate1,unknown,seedlings,False,False,unknown
f48478ee,2,RNA-seq,852547,unknown,ribosome-sequencing-mock-replicate2,unknown,seedlings,False,False,unknown
f1e1b9cf,2,RNA-seq,852547,unknown,shape-map-elf18-dmso-replicate1,unknown,seedlings,False,False,unknown
27fc3059,2,RNA-seq,852547,unknown,shape-map-elf18-dmso-replicate2,unknown,seedlings,False,False,unknown
52820de3,2,RNA-seq,852547,unknown,shape-map-elf18-dmso-replicate3,unknown,seedlings,False,False,unknown
a4c34de4,2,RNA-seq,852547,unknown,shape-map-elf18-dmso-replicate4,unknown,seedlings,False,False,unknown
b34f6415,2,RNA-seq,852547,unknown,ribosome-sequencing-mock-replicate3,unknown,seedlings,False,False,unknown
86709cdf,2,RNA-seq,852547,unknown,shape-map-mock-nai-replicate2,unknown,seedlings,False,False,unknown
1b74b19a,2,RNA-seq,852547,unknown,shape-map-mock-nai-replicate1,unknown,seedlings,False,False,unknown
fa0cfa43,2,RNA-seq,852547,unknown,shape-map-mock-dmso-replicate4,unknown,seedlings,False,False,unknown
273f9af7,2,RNA-seq,852547,unknown,ribosome-sequencing-mock-replicate1,unknown,seedlings,False,False,unknown
69a63fce,2,RNA-seq,839354,unknown,glucose starvation,unknown,mata his3δ1 leu2δ0 met15δ0 ura3δ0 xrn1δ::kanmx4,False,False,yam6
b38ea5fc,2,RNA-seq,839354,unknown,control,unknown,mata his3δ1 leu2δ0 met15δ0 ura3δ0 xrn1δ::kanmx4,False,False,yam6
9db10e02,2,RNA-seq,839354,unknown,control,unknown,mata his3δ1 leu2δ0 met15δ0 ura3δ0 upf1δ::kanmx4,False,False,yam202
bd99eb1b,2,RNA-seq,839354,unknown,glucose starvation,unknown,mata his3δ1 leu2δ0 met15δ0 ura3δ0 upf1δ::kanmx4,False,False,yam202
d8bfd360,2,RNA-seq,839354,unknown,control - mock,unknown,mata his3δ1 leu2δ0 met15δ0 ura3δ0,False,False,yam1
c539ac02,2,RNA-seq,839354,unknown,glucose starvation - mock,unknown,mata his3δ1 leu2δ0 met15δ0 ura3δ0,False,False,yam1
43169dac,2,RNA-seq,839354,unknown,control - chx,unknown,mata his3δ1 leu2δ0 met15δ0 ura3δ0,False,False,yam1
05b31289,2,RNA-seq,839354,unknown,glucose starvation + chx,unknown,mata his3δ1 leu2δ0 met15δ0 ura3δ0,False,False,yam1
9198ef55,2,Ribo-seq,831863,hl60,unknown,unknown,hl60,False,False,hl60
47f9c1cb,2,Ribo-seq,831863,molm13,unknown,unknown,molm13,False,False,molm13
d2e7301a,2,Ribo-seq,831863,thp_1,unknown,unknown,thp_1,False,False,thp_1
b8e74237,2,RNA-seq,822292,unknown,unknown,unknown,primary root (6 das); primary root (v1),False,False,b73
cf7a73a7,2,RNA-seq,822292,unknown,unknown,unknown,first leaf - l(v3); topmost leaf - l(v3); tip of 2 stage leaf - l(v5); base of 2 stage leaf - l (v5); husk leaf; ear leaf,False,False,b73
e340b67e,2,RNA-seq,822292,unknown,unknown,unknown,ear (2 mm); tassel (2 mm); ear (5 mm),False,False,b73
c4c3a69a,2,RNA-seq,822292,unknown,unknown,unknown,embryo (15 dap); embryo (25 dap),False,False,b73
ac6ecb00,2,RNA-seq,822292,unknown,unknown,unknown,endosperm (15 dap); endosperm (25 dap),False,False,b73
f5fba85b,2,RNA-seq,794163,u2os,unknown,unknown,u2os m7g ip,False,False,u2os
44f5c019,2,RNA-seq,794163,u2os,unknown,unknown,u2os input,False,False,u2os
d9c2e65b,2,RNA-seq,794163,u2os,unknown,unknown,qki7-bound transcripts rip-seq ip (u2os),False,False,u2os
70fd6142,2,RNA-seq,794163,u2os,unknown,unknown,qki7-bound transcripts rip-seq input (u2os),False,False,u2os
b77653b6,2,RNA-seq,794163,hepg2,unknown,unknown,hepg2 m7g ip,False,False,hepg2
da117653,2,RNA-seq,794163,hepg2,unknown,unknown,hepg2 input,False,False,hepg2
1a24c30a,2,RNA-seq,789542,liver - whole organ,untreated,unknown,control untreated,False,False,balb/c
4e6f3924,2,RNA-seq,789542,lung - whole organ,untreated,unknown,control untreated,False,False,b6.cg-gt(rosa)26sortm14(cag-tdtomato)hze/j
6f3d197a,2,RNA-seq,789542,immortalized bronchial epithelial cells,suppressor trna contransfected,unknown,r553x-cftr cotransfected with suppressor trna,False,False,r553x-cftr
6086c665,2,RNA-seq,789542,immortalized bronchial epithelial cells,untreated,unknown,wt cftr,False,False,wt cftr
0000ebdb,2,Ribo-seq,763037,unknown,unknown,unknown,collect immediately within 10 minutes after slaughter,False,False,cattle
7e26151c,2,Ribo-seq,763037,unknown,unknown,unknown,collect immediately within 10 minutes after slaughter,False,False,buffalo
8fc0122d,2,RNA-seq,763037,unknown,unknown,unknown,collect immediately after slaughter,False,False,cattle
e1296a08,2,RNA-seq,763037,unknown,unknown,unknown,collect immediately after slaughter,False,False,buffalo
cd4c0b5f,2,RNA-seq,749454,unknown,unknown,unknown,559 input rna,False,False,qtrt1-/-
8ff399db,2,RNA-seq,749454,unknown,unknown,unknown,558 input rna,False,False,qtrt1-/-
b09b97a3,2,RNA-seq,749454,unknown,unknown,unknown,557 input rna,False,False,qtrt1-/-
cd948fcd,2,RNA-seq,749454,unknown,unknown,unknown,565 input rna,False,False,wild type
3b502c67,2,RNA-seq,749454,unknown,unknown,unknown,564 input rna,False,False,wild type
77b7e006,2,RNA-seq,749454,unknown,unknown,unknown,551 input rna,False,False,wild type
1ecf0707,2,RNA-seq,749454,unknown,unknown,unknown,599 input rna,False,False,qtrt1-/-
3dad9299,2,RNA-seq,749454,unknown,unknown,unknown,596 input rna,False,False,wild type
81cb2765,2,RNA-seq,749454,unknown,unknown,unknown,585 input rna,False,False,wild type
19b077ad,2,RNA-seq,749454,unknown,unknown,unknown,584 input rna,False,False,qtrt1-/-
0ea70501,2,RNA-seq,749454,unknown,unknown,unknown,559 footprint,False,False,qtrt1-/-
70aa8f29,2,RNA-seq,749454,unknown,unknown,unknown,558 footprint,False,False,qtrt1-/-
21972451,2,RNA-seq,749454,unknown,unknown,unknown,557 footprint,False,False,qtrt1-/-
b36562ca,2,RNA-seq,749454,unknown,unknown,unknown,565 footprint,False,False,wild type
03d2b134,2,RNA-seq,749454,unknown,unknown,unknown,564 footprint,False,False,wild type
56065a3d,2,RNA-seq,749454,unknown,unknown,unknown,551 footprint,False,False,wild type
83299172,2,RNA-seq,749454,unknown,unknown,unknown,599 footprint,False,False,qtrt1-/-
bd2f65ba,2,RNA-seq,749454,unknown,unknown,unknown,596 footprint,False,False,wild type
b35a6c51,2,RNA-seq,749454,unknown,unknown,unknown,585 footprint,False,False,wild type
7bfe2fbf,2,RNA-seq,749454,unknown,unknown,unknown,584 footprint,False,False,qtrt1-/-
0b551b07,2,RNA-seq,738263,unknown,t24-ko-m1-plex-m1,unknown,missing,False,False,unknown
6eb727ff,2,RNA-seq,738263,unknown,t24-ko-m1-plex,unknown,missing,False,False,unknown
8d03ce53,2,RNA-seq,734658,hek293,eif4a1 knockdown,unknown,hek293 40s ribo-seq eif4a1 knockdown,False,False,hek293
69a0ef81,2,RNA-seq,734658,hek293,control,unknown,hek293 40s ribo-seq control,False,False,hek293
01e600e2,2,RNA-seq,734658,hek293,eif4a1 knockdown,unknown,hek293 80s ribosome-seq eif4a1 knockdown,False,False,hek293
ce98bbe6,2,RNA-seq,734658,hek293,control,unknown,hek293 80s ribosome-seq control,False,False,hek293
a9452a41,2,RNA-seq,734658,mouse embryonic fibroblasts,eif4a1 knockdown,unknown,mef 40s ribo-seq eif4a1 knockdown,False,False,c57bl/6j
2983ac9d,2,RNA-seq,734658,mouse embryonic fibroblasts,control,unknown,mef 40s ribo-seq control,False,False,c57bl/6j
c821dd7c,2,RNA-seq,734658,mouse embryonic fibroblasts,eif4a1 knockdown,unknown,mef 80s ribosome-seq eif4a1 knockdown,False,False,c57bl/6j
b047e7ff,2,RNA-seq,734658,mouse embryonic fibroblasts,control,unknown,mef 80s ribosome-seq control,False,False,c57bl/6j
7e8f07f2,2,Ribo-seq,734658,mouse embryonic fibroblasts,hippuristanol treatment 8h,unknown,mef ribo-seq hippuristanol treatment 8h,False,False,c57bl/6j
e1a2bf4a,2,Ribo-seq,734658,mouse embryonic fibroblasts,hippuristanol treatment 2h,unknown,mef ribo-seq hippuristanol treatment 2h,False,False,c57bl/6j
8f4d4cf5,2,Ribo-seq,734658,mouse embryonic fibroblasts,pateaminea treatment 8h,unknown,mef ribo-seq pateaminea treatment 8h,False,False,c57bl/6j
0ff7ee75,2,Ribo-seq,734658,mouse embryonic fibroblasts,pateaminea treatment 2h,unknown,mef ribo-seq pateaminea treatment 2h,False,False,c57bl/6j
eedae64d,2,RNA-seq,729871,unknown,unknown,unknown,whole animal,False,False,cb1
4c1dbdfd,2,Ribo-seq,725741,unknown,unknown,unknown,whole organism,False,False,jl1
88646eb3,2,Ribo-seq,725741,unknown,unknown,unknown,whole organism,False,False,ma1
e793f57f,2,Ribo-seq,725741,unknown,unknown,unknown,whole organism,False,False,jl3
d33d7539,2,Ribo-seq,725741,unknown,unknown,unknown,whole organism,False,False,ma3
990aa36d,2,Ribo-seq,725741,unknown,unknown,unknown,whole organism,False,False,jl4
834f971f,2,Ribo-seq,725741,unknown,unknown,unknown,whole organism,False,False,ma4
3e89229b,2,Ribo-seq,725741,unknown,unknown,unknown,whole organism,False,False,jl6
1f136912,2,Ribo-seq,725741,unknown,unknown,unknown,whole organism,False,False,ma6
4d325bbd,2,RNA-seq,722238,hnscc cells,"to immobilize initiating ribosomes, harringtonine was added to cell culture medium to a final concentration of 2 µg/ml. cells were incubated for 120 s with harringtonine in the incubator. next, to block translational elongation, cycloheximide was added to cell culture medium to a final concentration of 100 µg/ml. cells were mixed well and proceeded immediately to cell lysis.",unknown,hnscc,False,False,mettl1-knockout
a98db7ce,2,RNA-seq,722238,hnscc cells,"to immobilize initiating ribosomes, harringtonine was added to cell culture medium to a final concentration of 2 µg/ml. cells were incubated for 120 s with harringtonine in the incubator. next, to block translational elongation, cycloheximide was added to cell culture medium to a final concentration of 100 µg/ml. cells were mixed well and proceeded immediately to cell lysis.",unknown,hnscc,False,False,normal
48895274,2,RNA-seq,"717063,717060",unknown,unknown,unknown,cervivaginal,False,True,16
c1512049,2,RNA-seq,717063,esophageal epithelial,the polyribosome-bound-mrnas were isolated from total rna by ultra-centrifugation,unknown,esophagus,False,False,mettl6-knockdown;rptor overexpression
f0f86244,2,RNA-seq,717063,esophageal epithelial,unknown,unknown,esophagus,False,False,mettl5-knockdown;rptor overexpression
2443e321,2,RNA-seq,717063,esophageal epithelial,the polyribosome-bound-mrnas were isolated from total rna by ultra-centrifugation,unknown,esophagus,False,False,mettl4-knockdown;rptor overexpression
074a6ad9,2,RNA-seq,717063,esophageal epithelial,unknown,unknown,esophagus,False,False,mettl3-knockdown;rptor overexpression
8e77ae18,2,RNA-seq,717063,esophageal epithelial,the polyribosome-bound-mrnas were isolated from total rna by ultra-centrifugation,unknown,esophagus,False,False,mettl2-knockdown;rptor overexpression
b654872c,2,RNA-seq,717063,esophageal epithelial,unknown,unknown,esophagus,False,False,mettl1-knockdown;rptor overexpression
c79dc060,2,RNA-seq,715464,unknown,unknown,unknown,ddx3xb mutant 4hribo-seq rep2,False,False,ddx3xb-/ddx3xb-
b198c5f5,2,RNA-seq,715464,unknown,unknown,unknown,ddx3xb mutant 4h ribo-seq rep1,False,False,ddx3xb-/ddx3xb-
74e7671d,2,RNA-seq,715464,unknown,unknown,unknown,control 4h ribo-seq rep2,False,False,wild type
870d5c9f,2,RNA-seq,715464,unknown,unknown,unknown,control 4h ribo-seq rep1,False,False,wild type
1fbe568b,2,RNA-seq,706704,unknown,unknown,unknown,yp_18_total_kes30_bacterial cells,False,False,usa300_fpr3757
39bce972,2,RNA-seq,706704,unknown,unknown,unknown,yp16_total_kes30_bacterial cells,False,False,usa300_fpr3757
32f29294,2,RNA-seq,706704,unknown,unknown,unknown,yp15_rpf_kes30_bacterial cells,False,False,usa300_fpr3757
7740a9b7,2,RNA-seq,706704,unknown,unknown,unknown,yp13_rpf_kes30_bacterial cells,False,False,usa300_fpr3757
ce2104ff,2,RNA-seq,706704,unknown,unknown,unknown,yp12_total_kes34_bacterial cells,False,False,usa300_fpr3757
f4d6d7dd,2,RNA-seq,706704,unknown,unknown,unknown,yp10_rpf_kes34_bacterial cells,False,False,usa300_fpr3757
3a4f5557,2,RNA-seq,706704,unknown,unknown,unknown,yp8_total_kes34_bacterial cells,False,False,usa300_fpr3757
d5de7a63,2,RNA-seq,706704,unknown,unknown,unknown,yp6_rpf_kes34_bacterial cells,False,False,usa300_fpr3757
b4ad2635,2,RNA-seq,706704,unknown,unknown,unknown,yp4_total_kes34_bacterial cells,False,False,usa300_fpr3757
d73531ca,2,RNA-seq,706704,unknown,unknown,unknown,yp2_rpf_kes34_bacterial cells,False,False,usa300_fpr3757
98bd0f2d,2,Ribo-seq,705358,embryonic stem cells,untreated,unknown,"mouse embryonic stem cells, aharibo ribo-seq, biological replicate 2",False,False,unknown
073a2bc0,2,Ribo-seq,705358,embryonic stem cells,untreated,unknown,"mouse embryonic stem cells, aharibo ribo-seq, biological replicate 1",False,False,unknown
34c52d8b,2,Ribo-seq,705358,embryonic stem cells,untreated,unknown,"mouse embryonic stem cells, standard ribo-seq, biological replicate 3",False,False,unknown
22cc54c8,2,Ribo-seq,705358,embryonic stem cells,untreated,unknown,"mouse embryonic stem cells, standard ribo-seq, biological replicate 2",False,False,unknown
479ab923,2,Ribo-seq,705358,embryonic stem cells,untreated,unknown,"mouse embryonic stem cells, standard ribo-seq, biological replicate 1",False,False,unknown
0f975e8b,2,RNA-seq,701894,unknown,unknown,unknown,sm-4zkgj,False,False,unknown
c8983f72,2,RNA-seq,"677870,677972",unknown,unknown,unknown,leaf,False,True,x
73f2b594,2,RNA-seq,670552,rna sequencing,unknown,unknown,3,False,False,rna sequencing
53a76093,2,RNA-seq,670552,rna sequencing,unknown,unknown,2,False,False,rna sequencing
5d7b94b9,2,RNA-seq,670552,rna sequencing,unknown,unknown,1,False,False,rna sequencing
e83a3378,2,Ribo-seq,670552,ribosome profiling,unknown,unknown,3,False,False,ribosome profiling
634374f8,2,Ribo-seq,670552,ribosome profiling,unknown,unknown,2,False,False,ribosome profiling
254621cf,2,Ribo-seq,670552,ribosome profiling,unknown,unknown,1,False,False,ribosome profiling
7cab6ef7,2,RNA-seq,669197,unknown,unknown,unknown,stool,False,False,m46d21
5dd03735,2,RNA-seq,668384,unknown,unknown,unknown,"seedling, hi-0 x ct-1 f1",False,False,hi-0 x ct-1 f1 cross progeny
b42ed1c0,2,Ribo-seq,656190,mutiple myeloma,unknown,unknown,cag nat10 oe,False,False,nat10 overexpression
3bc2ccf9,2,Ribo-seq,656190,mutiple myeloma,unknown,unknown,cag wt,False,False,wildtype
301634db,2,RNA-seq,649449,unknown,okacidacid,unknown,testis,False,False,c57b6
1c844602,2,RNA-seq,649449,unknown,eif4eip,unknown,testis,False,False,c57b6
0492d937,2,RNA-seq,649449,unknown,rip_unligated,unknown,testis,False,False,c57b6
92243c4a,2,RNA-seq,649449,unknown,rip_ligated,unknown,testis,False,False,c57b6
03c6bd27,2,RNA-seq,649449,unknown,ribozero,unknown,testis,False,False,c57b6
7dde5e78,2,RNA-seq,649449,unknown,unknown,unknown,mouse.testis.cbp80ip.adult,False,False,c57b6
3e665045,2,RNA-seq,649449,unknown,unknown,unknown,mouse.testis.4egicontrol.adult,False,False,c57b6
242ed07f,2,RNA-seq,649449,unknown,4egi,unknown,mouse.testis.4egi.adult,False,False,c57b6
9d15bc2c,2,RNA-seq,"649001,649002",unknown,48h post blood-meal,unknown,hindlegs,False,True,lvpib12
5bea4e0b,2,RNA-seq,648316,unknown,unknown,unknown,nares,False,False,f45759
276fb463,2,RNA-seq,645135,unknown,unknown,unknown,"sma early symptomaticl mouse brain, ribosome profiling from polysomes, biological replicate 2",False,False,smn-/-; smn2tg/0
c8330ab5,2,RNA-seq,645135,unknown,unknown,unknown,"sma early symptomatic mouse brain, ribosome profiling from polysomes, biological replicate 1",False,False,smn-/-; smn2tg/0
edad4502,2,RNA-seq,645135,unknown,unknown,unknown,"sma early symptomatic mouse brain, active ribosome profiling with ribolace, biological replicate 2",False,False,smn-/-; smn2tg/0
3657f6b5,2,RNA-seq,645135,unknown,unknown,unknown,"sma early symptomatic mouse brain, active ribosome profiling with ribolace, biological replicate 1",False,False,smn-/-; smn2tg/0
c6ed20af,2,Ribo-seq,645135,unknown,unknown,unknown,"control mouse brain, igg control ribosome profiling, biological replicate 1",False,False,smn+/-; smn2tg/0
feccee47,2,Ribo-seq,645135,unknown,unknown,unknown,"control mouse brain, smn-specific ribosome profiling, biological replicate 3",False,False,smn+/-; smn2tg/0
60edba50,2,Ribo-seq,645135,unknown,unknown,unknown,"control mouse brain, smn-specific ribosome profiling, biological replicate 2",False,False,smn+/-; smn2tg/0
a1a66aee,2,Ribo-seq,645135,unknown,unknown,unknown,"control mouse brain, smn-specific ribosome profiling, biological replicate 1",False,False,smn+/-; smn2tg/0
23387b62,2,RNA-seq,645024,unknown,unknown,unknown,df1 -/- and infected by lps,False,False,intestinal epithelial cell
f8222e30,2,RNA-seq,645024,unknown,unknown,unknown,df1 +/+ and infected by lps,False,False,intestinal epithelial cell
c7e3c09e,2,RNA-seq,634332,unknown,unknown,unknown,3r_s7_l002_r1_001,False,False,unknown
043171ed,2,RNA-seq,634332,unknown,unknown,unknown,3r_s7_l001_r1_001,False,False,unknown
b4a2bc85,2,RNA-seq,634332,unknown,unknown,unknown,2t_s2_l002_r1_001,False,False,unknown
9c894f2a,2,RNA-seq,634332,unknown,unknown,unknown,2t_s2_l001_r1_001,False,False,unknown
ff493d6a,2,RNA-seq,634332,unknown,unknown,unknown,2r_s6_l002_r1_001,False,False,unknown
88d3471f,2,RNA-seq,634332,unknown,unknown,unknown,2r_s6_l001_r1_001,False,False,unknown
7b02473e,2,RNA-seq,634332,unknown,unknown,unknown,1t_s1_l002_r1_001,False,False,unknown
80f300b1,2,RNA-seq,634332,unknown,unknown,unknown,1t_s1_l001_r1_001,False,False,unknown
bdf9f1d0,2,RNA-seq,634332,unknown,unknown,unknown,4t_s4_l002_r1_001,False,False,unknown
3e6c0932,2,RNA-seq,634332,unknown,unknown,unknown,4t_s4_l001_r1_001,False,False,unknown
42ad7286,2,RNA-seq,634332,unknown,unknown,unknown,4r_s8_l002_r1_001,False,False,unknown
485af067,2,RNA-seq,634332,unknown,unknown,unknown,4r_s8_l001_r1_001,False,False,unknown
6850c62e,2,RNA-seq,634332,unknown,unknown,unknown,3t_s3_l002_r1_001,False,False,unknown
6048114b,2,RNA-seq,634332,unknown,unknown,unknown,3t_s3_l001_r1_001,False,False,unknown
098f5cda,2,RNA-seq,634332,unknown,unknown,unknown,1r_s5_l002_r1_001,False,False,unknown
e7b4aa61,2,RNA-seq,634332,unknown,unknown,unknown,1r_s5_l001_r1_001,False,False,unknown
e63ea1cd,2,RNA-seq,630973,unknown,control (untreated) + puromycin in lysate,unknown,bacterial culture,False,False,bl21
7d2936bd,2,RNA-seq,630973,unknown,apidaecin + puromycin in lysate,unknown,bacterial culture,False,False,bl21
7d924b4c,2,RNA-seq,630259,unknown,unknown,unknown,psoriasis_skin,False,False,unknown
d7fa0de9,2,RNA-seq,624906,unknown,unknown,unknown,aerial seedling,False,False,10c
ff8d2e5b,2,RNA-seq,622261,plc stem cells,alkb demethylation,unknown,human plc cell line,False,False,unknown
41c6625a,2,RNA-seq,622261,normal plc cells,alkb demethylation,unknown,human plc cell line,False,False,unknown
0b60ab51,2,RNA-seq,615808,unknown,unknown,unknown,s2 cell,False,False,unknown
97d8edb9,2,RNA-seq,615808,unknown,unknown,unknown,embryo,False,False,unknown
60990347,2,RNA-seq,604580,endoc-bh1,unknown,unknown,endoc-bh1 cells grown under standard conditions.,False,False,endoc-bh1
a15e55d2,2,RNA-seq,603339,unknown,unknown,unknown,c.459g>a mrna-seq 2,False,False,unknown
c4bd3417,2,Ribo-seq,603339,unknown,unknown,unknown,c.459g>a ribo-seq 2,False,False,unknown
4d5b4d67,2,RNA-seq,603339,unknown,unknown,unknown,c.459g>a mrna-seq 1,False,False,unknown
3a342a55,2,Ribo-seq,603339,unknown,unknown,unknown,c.459g>a ribo-seq 1,False,False,unknown
0f1e3a7a,2,RNA-seq,603339,unknown,unknown,unknown,wild-type mrna-seq 3,False,False,unknown
5b2e3049,2,Ribo-seq,603339,unknown,unknown,unknown,wild-type ribo-seq 3,False,False,unknown
072f1b74,2,RNA-seq,603339,unknown,unknown,unknown,wild-type mrna-seq 2,False,False,unknown
32b83f61,2,Ribo-seq,603339,unknown,unknown,unknown,wild-type ribo-seq 2,False,False,unknown
60f3bcca,2,RNA-seq,603339,unknown,unknown,unknown,c.459g>a mrna-seq 3,False,False,unknown
fc3ba744,2,Ribo-seq,603339,unknown,unknown,unknown,c.459g>a ribo-seq 3,False,False,unknown
75489899,2,RNA-seq,603339,unknown,unknown,unknown,wild-type mrna-seq 1,False,False,unknown
0fce40c2,2,Ribo-seq,603339,unknown,unknown,unknown,wild-type ribo-seq 1,False,False,unknown
85df58cc,2,RNA-seq,602407,c4-2,unknown,unknown,shfbl_rep3_ribo_seq,False,False,shfbl
3ae8b7a0,2,RNA-seq,602407,c4-2,unknown,unknown,shezh2_rep3_ribo_seq,False,False,shezh2
34a03165,2,RNA-seq,602407,c4-2,unknown,unknown,shctrl_rep3_ribo_seq,False,False,shctrl
77ebb4e5,2,RNA-seq,602407,human pca cell line c4-2,unknown,unknown,shfbl_rep2_ribo_seq,False,False,shfbl
d6a19f09,2,RNA-seq,602407,human pca cell line c4-2,unknown,unknown,shfbl_rep1_ribo_seq,False,False,shfbl
9f3e4c2d,2,RNA-seq,602407,human pca cell line c4-2,unknown,unknown,shezh2_rep2_ribo_seq,False,False,shezh2
1c97f60b,2,RNA-seq,602407,human pca cell line c4-2,unknown,unknown,shezh2_rep1_ribo_seq,False,False,shezh2
cdbadab6,2,RNA-seq,602407,human pca cell line c4-2,unknown,unknown,shctrl_rep2_ribo_seq,False,False,shctrl
6e6f89c5,2,RNA-seq,602407,human pca cell line c4-2,unknown,unknown,shctrl_rep1_ribo_seq,False,False,shctrl
31101281,2,RNA-seq,602407,human pca cell line c4-2,unknown,unknown,shfbl_rep2_rna_seq,False,False,shfbl
cbbfc650,2,RNA-seq,602407,human pca cell line c4-2,unknown,unknown,shfbl_rep1_rna_seq,False,False,shfbl
4ea44647,2,RNA-seq,602407,human pca cell line c4-2,unknown,unknown,shezh2_rep2_rna_seq,False,False,shezh2
fd6ecf81,2,RNA-seq,602407,human pca cell line c4-2,unknown,unknown,shezh2_rep1_rna_seq,False,False,shezh2
b2774834,2,RNA-seq,602407,human pca cell line c4-2,unknown,unknown,shctrl_rep2_rna_seq,False,False,shctrl
2048908f,2,RNA-seq,602407,human pca cell line c4-2,unknown,unknown,shctrl_rep1_rna_seq,False,False,shctrl
3b809367,2,RNA-seq,599422,hct116,-,unknown,hct116,False,False,hct116
2a704a24,2,RNA-seq,599422,hct116,"cycloheximide 10 minutes, 0.1mg/ml",unknown,hct116,False,False,hct116
a8e425ee,2,RNA-seq,599422,a375,-,unknown,a375,False,False,a375
c68fdae2,2,Ribo-seq,598159,unknown,unknown,unknown,mc12,False,False,c57bl/6
2b0f4d16,2,Ribo-seq,598159,unknown,unknown,unknown,mc11,False,False,c57bl/6
509bf112,2,Ribo-seq,598159,unknown,unknown,unknown,mc10,False,False,c57bl/6
765ee977,2,Ribo-seq,598159,unknown,unknown,unknown,mc9,False,False,c57bl/6
17742ce2,2,Ribo-seq,598159,unknown,unknown,unknown,mc8,False,False,c57bl/6
15de6c07,2,Ribo-seq,598159,unknown,unknown,unknown,mc7,False,False,c57bl/6
a512d987,2,Ribo-seq,598159,unknown,unknown,unknown,org2,False,False,c57bl/6
528dda59,2,Ribo-seq,598159,unknown,unknown,unknown,org3,False,False,c57bl/6
6990afa0,2,Ribo-seq,598159,unknown,unknown,unknown,mcs1,False,False,c57bl/6
0a7f960d,2,Ribo-seq,598159,unknown,unknown,unknown,mcs6,False,False,c57bl/6
f1ccc7ed,2,Ribo-seq,598159,unknown,unknown,unknown,mcs5,False,False,c57bl/6
85802835,2,Ribo-seq,598159,unknown,unknown,unknown,mcs4,False,False,c57bl/6
e222c941,2,Ribo-seq,598159,unknown,unknown,unknown,mcs3,False,False,c57bl/6
9d13fe3f,2,Ribo-seq,598159,unknown,unknown,unknown,mcs2,False,False,c57bl/6
f050f59b,2,RNA-seq,591214,hek-293t,unknown,unknown,codon-optimized mrna-seq 2,False,False,hek-293t
97abba80,2,Ribo-seq,591214,hek-293t,unknown,unknown,codon-optimized ribo-seq 2,False,False,hek-293t
4d3fac51,2,RNA-seq,591214,hek-293t,unknown,unknown,codon-optimized mrna-seq 1,False,False,hek-293t
303a080a,2,Ribo-seq,591214,hek-293t,unknown,unknown,codon-optimized ribo-seq 1,False,False,hek-293t
8a3bb967,2,RNA-seq,591214,hek-293t,unknown,unknown,wild-type mrna-seq 3,False,False,hek-293t
a063a767,2,Ribo-seq,591214,hek-293t,unknown,unknown,wild-type ribo-seq 3,False,False,hek-293t
5a560bf6,2,RNA-seq,591214,hek-293t,unknown,unknown,wild-type mrna-seq 2,False,False,hek-293t
d5d0ccf1,2,Ribo-seq,591214,hek-293t,unknown,unknown,wild-type ribo-seq 2,False,False,hek-293t
860cbbf2,2,RNA-seq,591214,hek-293t,unknown,unknown,codon-optimized mrna-seq 3,False,False,hek-293t
a688bb9a,2,Ribo-seq,591214,hek-293t,unknown,unknown,codon-optimized ribo-seq 3,False,False,hek-293t
